season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
2,0,1,1,37.72,42.425,35,12.998,40,100,140
2,0,1,1,36.9,40.91,37,6.0032,18,118,136
2,0,1,1,37.72,43.94,40,12.998,25,93,118
2,0,1,1,38.54,41.665,31,11.0014,18,86,104
2,0,1,1,37.72,41.665,33,8.9981,30,170,200
2,0,1,1,36.9,40.91,37,16.9979,54,355,409
2,0,1,1,36.08,40.15,39,19.0012,52,414,466
2,0,1,2,34.44,37.12,39,22.0028,55,271,326
2,0,1,2,32.8,36.365,43,12.998,40,214,254
2,0,1,3,31.16,34.85,52,0,29,142,171
2,0,1,2,30.34,34.09,58,11.0014,22,131,153
2,0,1,2,30.34,34.85,57,11.0014,15,82,97
2,0,1,3,28.7,32.575,65,15.0013,8,61,69
2,0,1,3,28.7,32.575,65,15.0013,5,18,23
2,0,1,1,27.88,31.82,69,11.0014,6,7,13
2,0,1,1,27.88,31.82,69,11.0014,3,3,6
2,0,1,1,27.06,30.305,78,11.0014,0,4,4
2,0,1,1,27.06,30.305,78,11.0014,0,28,28
2,0,1,1,27.06,30.305,78,6.0032,10,94,104
2,0,1,1,29.52,34.09,66,7.0015,25,242,267
2,0,1,1,30.34,34.09,58,8.9981,29,423,452
2,0,1,1,31.16,34.85,55,0,37,176,213
2,0,1,1,31.98,35.605,52,0,23,88,111
2,0,1,1,33.62,37.88,46,0,46,107,153
2,0,1,1,34.44,37.88,44,8.9981,40,167,207
2,0,1,1,34.44,37.88,44,7.0015,40,149,189
2,0,1,1,35.26,38.635,39,0,44,121,165
2,0,1,1,34.44,37.88,44,7.0015,49,163,212
2,0,1,1,33.62,39.395,56,19.9995,46,239,285
2,0,1,1,33.62,38.635,52,15.0013,63,454,517
2,0,1,1,32.8,38.635,59,15.0013,96,367,463
2,0,1,1,31.98,37.12,59,12.998,61,245,306
2,0,1,1,31.16,35.605,62,7.0015,53,197,250
2,0,1,1,31.16,36.365,66,8.9981,55,163,218
2,0,1,1,29.52,34.85,74,16.9979,40,145,185
2,0,1,1,29.52,34.85,74,11.0014,36,110,146
2,0,0,1,28.7,33.335,79,8.9981,28,89,117
2,0,0,1,28.7,33.335,79,6.0032,10,67,77
2,0,0,1,28.7,33.335,79,7.0015,10,50,60
2,0,0,1,27.88,31.82,83,6.0032,10,18,28
2,0,0,1,27.88,31.82,79,6.0032,4,9,13
2,0,0,1,27.88,31.82,74,8.9981,4,12,16
2,0,0,1,28.7,32.575,61,8.9981,9,31,40
2,0,0,1,29.52,33.335,58,12.998,18,50,68
2,0,0,1,30.34,34.09,58,12.998,32,111,143
2,0,0,1,30.34,34.09,62,8.9981,59,171,230
2,0,0,1,30.34,34.09,58,11.0014,91,173,264
2,0,0,1,31.16,35.605,62,8.9981,110,215,325
2,0,0,1,32.8,37.88,55,15.0013,112,235,347
2,0,0,1,32.8,37.88,55,12.998,150,237,387
2,0,0,1,33.62,38.635,49,7.0015,148,232,380
2,0,0,1,33.62,38.635,49,7.0015,142,232,374
2,0,0,2,32.8,36.365,46,12.998,169,225,394
2,0,0,2,30.34,34.09,58,11.0014,147,190,337
2,0,0,2,29.52,34.09,62,8.9981,131,155,286
2,0,0,1,28.7,32.575,65,12.998,97,167,264
2,0,0,1,27.88,31.82,74,16.9979,95,180,275
2,0,0,1,27.06,31.06,74,15.0013,76,144,220
2,0,0,1,27.06,30.305,78,15.0013,53,137,190
2,0,0,1,27.06,31.06,74,7.0015,24,107,131
2,0,0,1,27.06,30.305,78,15.0013,19,100,119
2,0,0,1,26.24,28.79,83,7.0015,19,74,93
2,0,0,1,26.24,28.79,89,16.9979,9,57,66
2,0,0,1,26.24,28.79,89,19.0012,8,20,28
2,0,0,1,25.42,28.03,88,11.0014,8,6,14
2,0,0,1,25.42,28.03,88,15.0013,5,5,10
2,0,0,1,25.42,28.03,88,7.0015,5,9,14
2,0,0,1,26.24,29.545,78,7.0015,7,27,34
2,0,0,1,28.7,33.335,74,0,28,64,92
2,0,0,1,29.52,34.09,66,0,75,107,182
2,0,0,1,31.16,35.605,58,6.0032,120,191,311
2,0,0,1,31.98,36.365,55,7.0015,131,236,367
2,0,0,1,33.62,37.88,46,0,176,244,420
2,0,0,1,31.98,37.12,59,19.0012,109,264,373
2,0,0,1,33.62,39.395,56,16.9979,96,219,315
2,0,0,1,32.8,38.635,59,19.9995,142,218,360
2,0,0,3,27.88,31.82,83,19.0012,115,235,350
2,0,0,3,27.88,31.82,83,19.0012,94,158,252
2,0,0,1,28.7,33.335,74,11.0014,69,187,256
2,0,0,1,28.7,33.335,74,7.0015,67,156,223
2,0,0,1,27.06,30.305,83,11.0014,62,144,206
2,0,0,1,27.06,30.305,83,7.0015,39,101,140
2,0,0,1,26.24,28.79,83,8.9981,31,97,128
2,0,0,1,26.24,29.545,78,12.998,33,74,107
2,0,1,1,26.24,29.545,78,8.9981,8,20,28
2,0,1,1,26.24,30.305,73,15.0013,6,10,16
2,0,1,1,25.42,29.545,73,19.0012,2,8,10
2,0,1,1,24.6,30.305,60,32.9975,1,6,7
2,0,1,1,22.96,26.515,64,19.9995,1,3,4
2,0,1,1,22.14,25.76,64,26.0027,2,27,29
2,0,1,1,22.14,25.76,64,27.9993,7,98,105
2,0,1,1,22.96,26.515,56,23.9994,26,302,328
2,0,1,1,23.78,27.275,49,30.0026,44,432,476
2,0,1,1,25.42,31.06,46,23.9994,35,189,224
2,0,1,1,26.24,31.06,41,22.0028,38,80,118
2,0,1,1,27.06,31.06,41,19.9995,53,106,159
2,0,1,1,27.06,31.06,41,19.0012,35,161,196
2,0,1,1,28.7,31.82,37,0,53,174,227
2,0,1,1,28.7,31.82,34,16.9979,55,145,200
2,0,1,1,28.7,31.82,37,30.0026,58,127,185
2,0,1,1,28.7,31.82,37,27.9993,64,262,326
2,0,1,1,28.7,31.82,39,22.0028,72,529,601
2,0,1,1,28.7,31.82,37,23.9994,76,510,586
2,0,1,1,27.06,31.06,39,19.0012,75,348,423
2,0,1,1,26.24,31.06,44,16.9979,78,253,331
2,0,1,1,26.24,31.06,41,16.9979,40,178,218
2,0,1,1,25.42,31.06,46,15.0013,20,114,134
2,0,1,1,25.42,31.06,46,12.998,14,75,89
2,0,1,1,24.6,31.06,49,12.998,13,18,31
2,0,1,1,24.6,31.06,49,16.9979,3,10,13
2,0,1,1,24.6,31.06,49,19.0012,2,8,10
2,0,1,1,23.78,27.275,53,22.0028,1,1,2
2,0,1,1,22.14,25.76,60,16.9979,0,3,3
2,0,1,1,22.14,25.76,56,22.0028,3,23,26
2,0,1,1,22.14,25.76,56,19.9995,6,107,113
2,0,1,1,22.96,26.515,52,27.9993,19,346,365
2,0,1,1,23.78,27.275,49,26.0027,45,441,486
2,0,1,1,25.42,31.06,46,12.998,19,174,193
2,0,1,1,25.42,31.06,46,15.0013,33,97,130
2,0,1,1,26.24,31.06,41,19.0012,40,103,143
2,0,1,1,26.24,31.06,41,23.9994,30,139,169
2,0,1,1,26.24,31.06,44,15.0013,33,176,209
2,0,1,2,26.24,31.06,47,12.998,41,118,159
2,0,1,1,26.24,31.06,47,11.0014,42,136,178
2,0,1,1,27.88,31.82,41,12.998,51,279,330
2,0,1,3,26.24,31.06,50,19.0012,85,484,569
2,0,1,1,25.42,31.06,51,22.0028,65,473,538
2,0,1,1,26.24,31.06,50,23.9994,51,335,386
2,0,1,1,24.6,31.06,56,11.0014,60,237,297
2,0,1,1,24.6,31.06,56,19.9995,37,206,243
2,0,1,1,23.78,27.275,60,15.0013,29,159,188
2,0,1,1,22.96,26.515,68,15.0013,19,91,110
2,0,1,1,22.96,26.515,64,23.9994,8,44,52
2,0,1,1,22.14,25.76,64,19.0012,0,14,14
2,0,1,1,21.32,25,63,15.0013,0,9,9
2,0,1,1,20.5,24.24,68,16.9979,0,1,1
2,0,1,1,20.5,24.24,63,19.0012,0,4,4
2,0,1,1,19.68,23.485,67,19.0012,1,20,21
2,0,1,1,20.5,24.24,63,16.9979,11,110,121
2,0,1,1,22.14,25.76,60,8.9981,22,348,370
2,0,1,1,23.78,27.275,53,8.9981,53,445,498
2,0,1,1,24.6,31.06,49,0,22,185,207
2,0,1,1,26.24,31.06,47,11.0014,27,108,135
2,0,1,1,27.88,31.82,36,0,49,115,164
2,0,1,1,28.7,31.82,34,15.0013,33,178,211
2,0,1,1,30.34,32.575,28,19.0012,43,146,189
2,0,1,1,30.34,32.575,28,0,50,128,178
2,0,1,1,31.16,33.335,27,0,33,131,164
2,0,1,1,31.16,33.335,27,8.9981,47,265,312
2,0,1,1,30.34,32.575,28,7.0015,83,555,638
2,0,1,1,29.52,32.575,32,8.9981,80,527,607
2,0,1,1,28.7,31.82,37,19.0012,54,362,416
2,0,1,1,27.06,31.06,44,11.0014,57,273,330
2,0,1,1,26.24,31.06,47,15.0013,48,209,257
2,0,1,1,25.42,31.06,50,7.0015,31,144,175
2,0,1,1,25.42,31.06,53,0,17,90,107
2,0,1,1,24.6,31.06,56,7.0015,9,38,47
2,0,1,1,23.78,27.275,60,0,4,13,17
2,0,1,1,24.6,31.06,56,6.0032,1,4,5
2,0,1,2,22.96,26.515,73,6.0032,0,4,4
2,0,1,2,22.96,26.515,68,7.0015,0,6,6
2,0,1,1,24.6,30.305,64,12.998,7,18,25
2,0,1,3,23.78,27.275,73,11.0014,8,104,112
2,0,1,3,22.96,26.515,78,11.0014,16,172,188
2,0,1,2,24.6,29.545,69,8.9981,24,364,388
2,0,1,2,25.42,30.305,65,12.998,29,232,261
2,0,1,2,27.06,31.06,61,16.9979,18,103,121
2,0,1,2,27.88,31.82,61,19.9995,33,117,150
2,0,1,1,29.52,33.335,54,26.0027,41,165,206
2,0,1,2,29.52,33.335,54,16.9979,37,114,151
2,0,1,2,29.52,33.335,54,22.0028,39,114,153
2,0,1,2,28.7,32.575,61,19.9995,32,127,159
2,0,1,3,27.06,31.06,69,12.998,36,258,294
2,0,1,2,26.24,29.545,78,7.0015,42,230,272
2,0,1,1,26.24,28.79,83,15.0013,26,299,325
2,0,1,1,25.42,28.79,83,19.0012,58,269,327
2,0,1,1,25.42,28.79,83,22.0028,25,176,201
2,0,1,3,25.42,28.79,83,16.9979,34,154,188
2,0,1,3,25.42,28.79,83,16.9979,24,127,151
2,0,1,3,24.6,28.03,83,16.9979,2,14,16
2,0,1,1,22.96,26.515,88,6.0032,3,21,24
2,0,1,1,22.96,26.515,94,8.9981,4,19,23
2,0,1,1,22.96,26.515,94,7.0015,2,11,13
2,0,1,1,22.96,26.515,94,7.0015,1,5,6
2,0,1,1,22.14,25.76,94,8.9981,1,5,6
2,0,1,1,22.14,25.76,100,0,1,12,13
2,0,1,1,22.96,26.515,94,0,8,89,97
2,0,1,1,24.6,28.03,83,0,25,225,250
2,0,1,2,24.6,28.03,83,0,28,426,454
2,0,1,1,28.7,32.575,58,12.998,28,196,224
2,0,1,1,28.7,32.575,58,12.998,44,126,170
2,0,1,1,27.88,31.82,69,16.9979,43,138,181
2,0,1,1,28.7,32.575,65,16.9979,49,194,243
2,0,1,1,30.34,34.09,62,19.0012,48,156,204
2,0,1,1,31.16,34.85,52,12.998,73,142,215
2,0,1,1,31.98,34.85,43,15.0013,62,181,243
2,0,1,1,31.16,34.09,45,11.0014,69,286,355
2,0,1,3,31.16,34.09,40,12.998,85,467,552
2,0,1,3,31.16,34.09,40,12.998,62,388,450
2,0,1,3,26.24,28.79,83,16.9979,53,275,328
2,0,1,1,26.24,29.545,78,7.0015,40,192,232
2,0,1,1,26.24,29.545,78,6.0032,49,159,208
2,0,1,1,25.42,28.03,88,8.9981,48,127,175
2,0,1,1,25.42,28.79,83,8.9981,37,141,178
2,0,0,1,25.42,28.03,88,8.9981,21,83,104
2,0,0,1,25.42,28.79,83,7.0015,15,80,95
2,0,0,1,24.6,27.275,88,0,16,37,53
2,0,0,1,24.6,27.275,88,6.0032,4,16,20
2,0,0,1,24.6,27.275,88,6.0032,1,4,5
2,0,0,1,25.42,28.79,83,0,1,6,7
2,0,0,1,25.42,28.79,83,7.0015,9,18,27
2,0,0,1,26.24,29.545,78,8.9981,12,45,57
2,0,0,1,27.06,30.305,78,6.0032,28,103,131
2,0,0,1,28.7,32.575,61,15.0013,62,156,218
2,0,0,1,29.52,34.09,62,12.998,68,176,244
2,0,0,1,29.52,34.09,62,8.9981,134,270,404
2,0,0,1,30.34,34.85,66,6.0032,162,258,420
2,0,0,1,31.16,34.85,55,0,135,192,327
2,0,0,2,32.8,36.365,46,19.0012,138,196,334
2,0,0,2,33.62,37.88,46,8.9981,153,214,367
2,0,0,2,31.16,34.85,52,15.0013,193,275,468
2,0,0,2,31.16,34.09,48,11.0014,210,239,449
2,0,0,2,30.34,34.09,55,12.998,118,263,381
2,0,0,2,30.34,33.335,51,7.0015,99,227,326
2,0,0,2,29.52,33.335,58,8.9981,61,127,188
2,0,0,2,29.52,34.09,66,7.0015,58,125,183
2,0,0,2,29.52,34.09,62,8.9981,56,105,161
2,0,0,2,29.52,34.09,62,0,53,97,150
2,0,0,1,28.7,32.575,65,0,18,71,89
2,0,0,2,28.7,32.575,65,6.0032,17,59,76
2,0,0,1,27.88,31.82,74,6.0032,13,59,72
2,0,0,2,27.06,30.305,78,8.9981,14,16,30
2,0,0,2,27.06,31.06,74,8.9981,7,10,17
2,0,0,2,27.06,30.305,78,0,7,12,19
2,0,0,2,27.06,30.305,78,11.0014,11,22,33
2,0,0,2,27.06,30.305,78,11.0014,35,36,71
2,0,0,3,27.88,31.82,74,7.0015,25,59,84
2,0,0,2,27.88,31.82,74,7.0015,58,111,169
2,0,0,2,28.7,32.575,61,7.0015,86,158,244
2,0,0,2,29.52,33.335,58,6.0032,141,236,377
2,0,0,2,30.34,34.09,55,6.0032,141,255,396
2,0,0,2,30.34,33.335,51,0,149,214,363
2,0,0,3,30.34,34.09,58,7.0015,124,193,317
2,0,0,2,30.34,34.09,55,7.0015,146,216,362
2,0,0,2,31.16,34.09,48,0,121,257,378
2,0,0,1,30.34,33.335,51,0,159,238,397
2,0,0,2,30.34,34.09,58,6.0032,78,218,296
2,0,0,1,29.52,34.09,62,8.9981,94,217,311
2,0,0,1,28.7,32.575,70,12.998,86,146,232
2,0,0,1,27.88,31.82,79,8.9981,57,110,167
2,0,0,1,27.06,30.305,78,15.0013,38,114,152
2,0,0,1,27.06,30.305,78,12.998,14,78,92
2,0,1,1,27.06,30.305,83,11.0014,7,19,26
2,0,1,1,26.24,28.79,89,6.0032,9,3,12
2,0,1,1,26.24,28.79,89,6.0032,2,0,2
2,0,1,3,26.24,28.79,89,0,1,0,1
2,0,1,3,25.42,28.03,88,11.0014,1,2,3
2,0,1,3,25.42,28.79,83,8.9981,0,3,3
2,0,1,3,24.6,28.79,78,8.9981,1,25,26
2,0,1,3,22.96,26.515,88,12.998,0,46,46
2,0,1,3,22.96,26.515,83,12.998,12,209,221
2,0,1,2,24.6,28.79,78,16.9979,19,200,219
2,0,1,2,24.6,28.79,78,16.9979,33,58,91
2,0,1,2,24.6,28.79,78,7.0015,27,67,94
2,0,1,2,25.42,30.305,69,7.0015,33,129,162
2,0,1,1,26.24,30.305,65,7.0015,50,129,179
2,0,1,1,27.06,31.06,61,7.0015,45,130,175
2,0,1,1,27.06,31.06,61,8.9981,66,139,205
2,0,1,1,28.7,32.575,58,11.0014,61,238,299
2,0,1,1,28.7,32.575,54,0,81,484,565
2,0,1,1,28.7,32.575,61,16.9979,64,474,538
2,0,1,1,27.06,31.06,65,15.0013,62,369,431
2,0,1,1,27.06,31.06,69,15.0013,52,264,316
2,0,1,1,26.24,30.305,73,11.0014,39,167,206
2,0,1,2,26.24,30.305,73,15.0013,24,106,130
2,0,1,1,25.42,29.545,78,16.9979,10,50,60
3,0,1,1,25.42,29.545,78,11.0014,10,23,33
3,0,1,3,25.42,29.545,78,11.0014,2,12,14
3,0,1,3,25.42,28.79,83,11.0014,1,5,6
3,0,1,3,25.42,28.79,83,11.0014,0,2,2
3,0,1,2,24.6,27.275,88,7.0015,2,7,9
3,0,1,2,24.6,27.275,88,8.9981,3,22,25
3,0,1,2,24.6,27.275,88,8.9981,8,107,115
3,0,1,2,24.6,25.76,94,0,21,288,309
3,0,1,2,25.42,28.03,88,7.0015,33,368,401
3,0,1,2,25.42,28.03,88,16.9979,32,243,275
3,0,1,2,26.24,28.79,83,12.998,41,120,161
3,0,1,1,27.06,30.305,83,11.0014,52,119,171
3,0,1,1,28.7,33.335,74,11.0014,40,149,189
3,0,1,1,30.34,34.85,66,11.0014,49,158,207
3,0,1,1,31.16,35.605,62,15.0013,44,108,152
3,0,1,1,31.98,37.12,59,16.9979,42,128,170
3,0,1,1,32.8,38.635,59,15.0013,62,273,335
3,0,1,1,31.98,37.88,66,15.0013,65,507,572
3,0,1,2,31.16,36.365,70,16.9979,67,469,536
3,0,1,2,30.34,35.605,74,15.0013,67,358,425
3,0,1,3,30.34,34.85,70,15.0013,72,254,326
3,0,1,1,29.52,34.85,74,12.998,38,191,229
3,0,1,1,28.7,33.335,79,7.0015,12,97,109
3,0,1,1,28.7,33.335,74,7.0015,11,53,64
3,0,1,1,27.06,30.305,78,12.998,15,18,33
3,0,1,1,27.06,30.305,78,8.9981,2,19,21
3,0,1,1,27.06,30.305,78,0,2,5,7
3,0,1,1,27.06,30.305,78,8.9981,0,7,7
3,0,1,1,26.24,28.79,83,0,3,8,11
3,0,1,1,26.24,28.79,89,0,2,21,23
3,0,1,1,27.06,30.305,83,0,12,110,122
3,0,1,1,28.7,33.335,79,0,23,288,311
3,0,1,1,29.52,34.85,74,7.0015,27,396,423
3,0,1,1,29.52,34.85,79,11.0014,14,205,219
3,0,1,1,30.34,34.85,70,16.9979,31,104,135
3,0,1,1,30.34,34.85,70,11.0014,37,108,145
3,0,1,2,32.8,38.635,59,15.0013,44,144,188
3,0,1,2,33.62,39.395,56,16.9979,34,113,147
3,0,1,2,33.62,38.635,52,19.0012,32,113,145
3,0,1,2,33.62,39.395,56,19.0012,32,114,146
3,0,1,2,33.62,40.15,59,22.0028,34,224,258
3,0,1,2,32.8,37.88,55,26.0027,67,462,529
3,0,1,2,32.8,38.635,59,16.9979,66,447,513
3,0,1,2,32.8,37.12,52,16.9979,62,280,342
3,0,1,1,30.34,35.605,74,8.9981,52,230,282
3,0,1,1,30.34,35.605,79,11.0014,31,216,247
3,0,1,2,29.52,34.85,79,12.998,25,123,148
3,0,1,2,29.52,34.85,79,15.0013,14,91,105
3,0,1,1,29.52,34.85,79,15.0013,5,44,49
3,0,1,1,29.52,34.85,74,15.0013,5,26,31
3,0,1,1,29.52,34.85,74,15.0013,0,4,4
3,0,1,2,29.52,34.85,74,11.0014,1,4,5
3,0,1,2,28.7,33.335,79,8.9981,0,7,7
3,0,1,1,29.52,34.85,74,11.0014,2,22,24
3,0,1,1,29.52,34.85,74,11.0014,8,92,100
3,0,1,2,29.52,34.85,74,8.9981,26,301,327
3,0,1,2,30.34,34.85,70,12.998,20,412,432
3,0,1,2,30.34,34.85,70,8.9981,33,194,227
3,0,1,2,31.16,36.365,66,8.9981,39,88,127
3,0,1,3,31.16,36.365,66,16.9979,28,108,136
3,0,1,2,31.16,36.365,66,19.0012,30,130,160
3,0,1,2,31.16,35.605,62,19.0012,37,149,186
3,0,1,2,31.16,36.365,66,19.9995,46,103,149
3,0,1,2,31.16,34.85,52,23.9994,62,127,189
3,0,1,2,30.34,34.09,62,19.9995,58,217,275
3,0,1,2,29.52,34.09,70,23.9994,74,495,569
3,0,1,1,29.52,34.09,70,27.9993,57,483,540
3,0,1,1,29.52,34.09,70,23.9994,56,344,400
3,0,1,1,28.7,33.335,74,15.0013,75,277,352
3,0,1,1,28.7,33.335,74,12.998,46,188,234
3,0,1,2,28.7,33.335,74,15.0013,23,139,162
3,0,1,1,28.7,33.335,74,19.0012,15,90,105
3,0,1,1,27.88,31.82,79,12.998,10,53,63
3,0,1,1,27.06,30.305,83,22.0028,8,20,28
3,0,1,1,27.06,30.305,83,22.0028,4,10,14
3,0,1,1,27.06,30.305,83,11.0014,1,4,5
3,0,1,1,27.06,30.305,83,6.0032,1,8,9
3,0,1,1,26.24,28.79,89,6.0032,2,18,20
3,0,1,1,27.06,30.305,83,8.9981,4,87,91
3,0,1,2,27.06,30.305,83,15.0013,21,247,268
3,0,1,1,28.7,33.335,74,15.0013,27,439,466
3,0,1,1,30.34,34.09,62,8.9981,28,203,231
3,0,1,1,32.8,36.365,43,19.0012,43,102,145
3,0,1,1,32.8,35.605,38,22.0028,56,147,203
3,0,1,1,32.8,35.605,41,19.0012,51,150,201
3,0,1,1,32.8,35.605,36,15.0013,43,178,221
3,0,1,1,31.98,34.85,43,19.0012,67,162,229
3,0,1,1,33.62,36.365,34,26.0027,69,147,216
3,0,1,1,32.8,34.85,33,27.9993,80,247,327
3,0,1,1,31.16,33.335,37,16.9979,85,472,557
3,0,1,1,31.16,33.335,37,19.9995,87,365,452
3,0,1,1,30.34,32.575,40,15.0013,92,293,385
3,0,1,1,29.52,32.575,45,11.0014,66,222,288
3,0,1,1,28.7,32.575,48,8.9981,50,183,233
3,0,1,1,28.7,32.575,48,0,41,126,167
3,0,1,1,27.88,31.82,51,8.9981,33,139,172
3,0,0,1,27.88,31.82,47,11.0014,19,97,116
3,0,0,1,27.06,31.06,50,11.0014,20,75,95
3,0,0,2,27.06,31.06,50,12.998,8,51,59
3,0,0,1,26.24,31.06,57,12.998,18,21,39
3,0,0,1,26.24,31.06,57,12.998,7,4,11
3,0,0,1,25.42,30.305,61,8.9981,6,8,14
3,0,0,1,26.24,31.06,57,15.0013,12,17,29
3,0,0,1,26.24,31.06,57,19.0012,7,35,42
3,0,0,1,28.7,32.575,48,16.9979,27,85,112
3,0,0,1,29.52,32.575,45,16.9979,47,139,186
3,0,0,1,29.52,32.575,45,12.998,99,203,302
3,0,0,1,30.34,33.335,42,0,122,209,331
3,0,0,1,30.34,32.575,40,19.0012,140,252,392
3,0,0,1,30.34,32.575,40,19.0012,140,231,371
3,0,0,1,30.34,33.335,45,19.9995,151,232,383
3,0,0,1,30.34,33.335,45,0,157,235,392
3,0,0,1,31.16,34.09,43,19.9995,175,235,410
3,0,0,1,30.34,33.335,42,15.0013,152,247,399
3,0,0,1,29.52,32.575,45,16.9979,108,199,307
3,0,0,1,29.52,33.335,48,19.0012,121,254,375
3,0,0,1,28.7,32.575,48,12.998,74,195,269
3,0,0,1,27.88,31.82,51,11.0014,62,140,202
3,0,0,1,27.88,31.82,47,12.998,61,126,187
3,0,0,2,27.06,31.06,50,19.9995,49,130,179
3,0,0,1,26.24,31.06,53,0,30,85,115
3,0,0,1,26.24,31.06,53,7.0015,17,73,90
3,0,0,1,25.42,31.06,57,7.0015,17,70,87
3,0,0,1,24.6,30.305,64,7.0015,12,22,34
3,0,0,1,24.6,30.305,64,6.0032,3,8,11
3,0,0,1,24.6,30.305,64,0,3,9,12
3,0,0,1,24.6,30.305,64,0,7,13,20
3,0,0,1,25.42,30.305,61,0,24,27,51
3,0,0,1,26.24,31.06,61,12.998,29,78,107
3,0,0,1,27.06,31.06,54,6.0032,75,131,206
3,0,0,1,29.52,33.335,48,7.0015,136,196,332
3,0,0,1,29.52,32.575,45,8.9981,127,219,346
3,0,0,1,30.34,32.575,40,11.0014,175,268,443
3,0,0,1,30.34,32.575,40,0,197,245,442
3,0,0,1,30.34,32.575,40,8.9981,197,246,443
3,0,0,1,30.34,32.575,40,0,174,229,403
3,0,0,1,30.34,33.335,42,12.998,177,278,455
3,0,0,2,29.52,32.575,42,11.0014,178,243,421
3,0,0,2,29.52,32.575,45,16.9979,117,265,382
3,0,0,2,29.52,33.335,48,8.9981,89,228,317
3,0,0,2,28.7,32.575,48,7.0015,55,158,213
3,0,0,2,28.7,32.575,54,7.0015,48,135,183
3,0,0,1,28.7,32.575,51,0,19,95,114
3,0,0,1,28.7,32.575,54,6.0032,14,64,78
3,0,1,3,26.24,30.305,73,19.0012,7,25,32
3,0,1,2,25.42,29.545,78,8.9981,4,11,15
3,0,1,3,25.42,29.545,78,8.9981,3,3,6
3,0,1,3,25.42,29.545,78,8.9981,0,2,2
3,0,1,2,24.6,28.03,83,11.0014,1,8,9
3,0,1,2,25.42,28.79,83,11.0014,1,21,22
3,0,1,2,25.42,29.545,78,11.0014,4,90,94
3,0,1,2,26.24,30.305,73,15.0013,14,247,261
3,0,1,1,27.06,31.06,74,12.998,29,418,447
3,0,1,2,29.52,33.335,54,0,37,150,187
3,0,1,2,29.52,33.335,54,8.9981,55,95,150
3,0,1,2,28.7,32.575,58,0,55,95,150
3,0,1,2,29.52,33.335,54,0,40,130,170
3,0,1,2,29.52,33.335,58,15.0013,37,127,164
3,0,1,2,29.52,33.335,58,6.0032,58,100,158
3,0,1,2,30.34,34.09,55,0,76,126,202
3,0,1,1,30.34,34.09,55,7.0015,53,222,275
3,0,1,1,30.34,34.09,55,8.9981,90,514,604
3,0,1,1,30.34,33.335,51,0,79,512,591
3,0,1,1,29.52,34.09,62,12.998,56,340,396
3,0,1,1,28.7,32.575,65,7.0015,54,251,305
3,0,1,1,28.7,32.575,65,0,52,190,242
3,0,1,1,27.88,31.82,69,0,33,112,145
3,0,1,1,27.88,31.82,69,0,16,65,81
3,0,1,2,27.06,30.305,78,8.9981,5,25,30
3,0,1,1,27.06,31.06,74,0,5,8,13
3,0,1,2,27.06,31.06,74,0,2,9,11
3,0,1,2,27.06,31.06,74,0,0,2,2
3,0,1,1,27.06,31.06,74,0,1,7,8
3,0,1,1,27.06,30.305,78,0,1,20,21
3,0,1,1,27.06,30.305,83,11.0014,7,117,124
3,0,1,1,27.88,31.82,83,12.998,27,320,347
3,0,1,1,28.7,33.335,79,11.0014,39,417,456
3,0,1,1,30.34,34.85,70,0,38,208,246
3,0,1,1,32.8,37.12,49,11.0014,45,112,157
3,0,1,1,33.62,37.88,46,0,49,118,167
3,0,1,1,34.44,38.635,47,15.0013,41,161,202
3,0,1,1,34.44,37.88,44,0,33,156,189
3,0,1,1,35.26,39.395,44,15.0013,43,117,160
3,0,1,1,35.26,39.395,41,0,39,127,166
3,0,1,1,35.26,40.15,47,19.0012,41,220,261
3,0,1,3,33.62,39.395,56,19.0012,70,509,579
3,0,1,3,32.8,37.88,55,19.9995,68,436,504
3,0,1,2,30.34,34.09,58,31.0009,44,255,299
3,0,1,1,30.34,34.09,62,0,50,246,296
3,0,1,1,30.34,34.85,66,19.0012,31,164,195
3,0,1,1,28.7,32.575,70,19.9995,30,104,134
3,0,1,1,28.7,32.575,70,19.0012,23,58,81
3,0,1,2,27.88,31.82,79,19.0012,11,25,36
3,0,1,1,27.88,31.82,79,19.9995,10,18,28
3,0,1,1,27.06,30.305,83,15.0013,7,9,16
3,0,1,2,27.06,30.305,83,7.0015,2,3,5
3,0,1,1,27.06,30.305,83,7.0015,0,5,5
3,0,1,1,26.24,28.79,83,12.998,3,19,22
3,0,1,1,27.06,31.06,69,19.9995,12,104,116
3,0,1,1,28.7,32.575,54,15.0013,18,318,336
3,0,1,1,28.7,32.575,48,19.0012,41,499,540
3,0,1,1,29.52,32.575,45,26.0027,32,189,221
3,0,1,1,30.34,33.335,42,19.0012,31,95,126
3,0,1,1,31.16,33.335,35,15.0013,53,117,170
3,0,1,1,31.16,33.335,35,16.9979,55,188,243
3,0,1,1,32.8,34.85,31,22.0028,45,186,231
3,0,1,1,32.8,34.85,31,12.998,50,138,188
3,0,1,1,33.62,35.605,30,11.0014,43,146,189
3,0,1,1,33.62,35.605,30,27.9993,60,268,328
3,0,1,1,33.62,35.605,26,27.9993,78,492,570
3,0,1,1,32.8,34.85,29,19.9995,78,510,588
3,0,1,1,31.16,33.335,35,26.0027,60,341,401
3,0,1,1,30.34,32.575,37,19.9995,69,264,333
